,idx,class,conversation
3194,3194,갈취 대화,"엄마 이거 내가 써도 되는거지?
엄마 어디아파? 그냥 약먹으면 되잖아.
아 몰라. 나 애들이랑 놀러가야되는데 이거 그냥 내가 가져간다.
엄마가 나한테 해준 게 뭐가 있다고 놀러가는 것 까지 못가게해? 진짜 짜증나네.
엄마가 아픈거랑 내가 뭔 상관이라고 그래. 병원은 알아서 좀 가. 돈이 이 것밖에 없어? 
몰라. 이 돈 내가 쓸거니까 그렇게 알아. 나 간다."
3195,3195,기타 괴롭힘 대화,"야 너 00오빠랑 어제 가는거 봤다?
 그 오빠 다전남친이야
 야 맞을래? 걍 기분 나쁘니까 만나지말라고
 야 너 부모님 없더라?
 너 그 오빠랑 계속 만나면 반에 그거 다 퍼뜨릴거야"
3196,3196,협박 대화," 참나 눈을 감고 운전하셨나?
 아니 여기는 그 전부터 그렇게들 다녔어.왜 그러는데?
 폼? 아니 이 아가씨가 말이면 다인줄 알아?
 법대로. 좋다. 법대로 하자. 근데 내가 누군지나 알아?
 내가 여기 시의원이야 시의원.알기나 알아? 너 정돈 내 맘대로 죽일 수도 있어
 웃겨? 웃긴다고?"
3197,3197,기타 괴롭힘 대화,"죄송하지만 좀 조용히 해주시겠어요?
 제가 잠을 좀 자려는 데 시끄러워서요.
 여보세요! 발로 그만 차세요.
 발로 차놓고서 안했다고 하나요? 여기 있어요!
 공공장소에서 통화 간단히 하셔야죠. 30분 이상 떠들면 어떻게 합니까?"
3198,3198,협박 대화,"야 머하냐?
돈 좀 있냐?
야 니가 머가 없어 니 손에 든건 머냐??
돈이 없으면 니 밥이라도 줘야지 너 나랑 약속한거 잊었어? 안주면 죽기로 했잖아.
머 싫어? 이게 죽고싶나 아 너 진짜 죽는거 못봤구나 내가 못봤을 너를 위해 약을 가져왔어 한 번 먹어봐"
3199,3199,협박 대화,"이게 미쳤냐
너 이 칼로 죽고 싶어! 지금 당장 찔러줘?
왜 미쳤다며 정신 나간 인간은 동물이지 동물 한테는 무기가 최고지
난 이 칼을 꺼낸 순간 그냥은 못 넘어가 어차피 네가 경찰에 신고할게 뻔하지"
3200,3200,기타 괴롭힘 대화,"너는 왜 살 안 빼?
왜 뚱뚱하게 살아?
부끄럽지도 않아? 그러고 다니는 게?
진짜 이해가 안 돼서 그래. 걸어다닐 수는 있어? 
나같으면 창피해서 못 돌아다녀."
3201,3201,갈취 대화,"어머니 땅문서 어딨어요??
안되는게 어딨어요 땅문서 어딨냐니까요
아니 어머니 죽은 사람이 무슨 소용이에요
산사람먼저 살아야죠! 죽은사람이 돌아온답니까 어딨어요
제가 저 좋자고 하는 것같아요? 어딨어요 !!!!
여깄네 어머니 나만 믿고 계세요"
3202,3202,협박 대화,".말못해.
으아아아악!!!윽.!으
왜?내가 너 새끼 잡아둘때부터 각오했던거 아니야?아직 꺾을 뼈가 205개나 남았어. 천천히 생각해봐.
그래. 그럼 난 그사이 재미좀 보다 죽지 뭐.
어휴. 팔꿈치 뼈가 살 밖으로 튀어나왔네. 아프겠다야."
3203,3203,갈취 대화,"어이 거기 잠시만
형인것처럼 하고 조용히 따라와.
죽고 싶어? 내 호주머니에 칼있어.
얼마 있어 100원에 한대씩이야.
아 뒤져서 나오면 죽어 알았지"
3204,3204,협박 대화,"이사장 일 이렇게 하면 나 가만있을 수 없어.
이사장 딸 둘 있다며? 딸바보라며
니가 그러면 니 소중한 와이프 딸도 무사할 것 같아?
그럼 이사장이 잘하면 되잖아. 정신차리라고.
너희 가족 학교 어딜 다니고 끝나고 어딜 가는지 동선 다 파악시켜놨어."
3205,3205,갈취 대화,"나 오늘 친구생일이야
친구 생일인데 내가 돈이 없어
돈이 없어서 돈 좀 달라고 5만원만
이번만 좀 내놔
니 비밀 다 불어버린다"
3206,3206,기타 괴롭힘 대화,"오 엄청 섹시하네.남자친구 있어요?
결혼했어도 뭐 같이 놀죠
에이 튕기지 말고 놀자
아줌마가 왜 이래 튕겨
이정도는 괜찮지?"
3207,3207,직장 내 괴롭힘 대화,"오늘 회식잇는데 안나올사람없죠?
그래요? 알겟습니다.
다들 커피사왓는데 드세요.
회식도안나오는데 내가구지 씨껄 사와야대?
자자 맛잇게 드시고 회식은 누구빼고 가서 맛잇게 먹읍시다."
3208,3208,직장 내 괴롭힘 대화,"김 과장 이번 일은 자네가 책임지고 해결하게.
무슨 소리인가 자네. 난 그런 일 지시한 적 없다네. 자네 요즘 정신태도가 글러먹은거 아닌가?
어디서 꼬박꼬박 말대꾸인가!
김 과장 자네 곧 셋째가 태어난다고 하지 않았나? 아이들 먹여살리기 빠듯할텐데. 일 잃으면 어쩌려고 내게 큰 소리치나. 자네 같은 사원 하나 짜르는건 일도 아니야.
이제서야 말을 알아듣는군. 똑바로 하게. 이번 한 번은 봐주지만 다음에 이러면 일 잃은거로는 끝나지 않을것이야. 자네 가족들도 다치겠지."
3209,3209,협박 대화," 그건 지민이랑 제가 판단하는겁니다.
 .
 또한 물심양면 최대한 도와주도록 하지. 마지막으로 묻겠네.
 그게 자네 유언이 될 수도 있을걸세. 자네가 사라진다는 결과는 같아.
 .살려주십시오."
3210,3210,협박 대화," 나 집이지 어디긴 어디야
 아 또 왜그래. 집이라니까?
 나 진짜 집이야. 영상통화 걸어봐 정말이야.
 무섭게 말하지마. 내가 잘할게
 알겠어."
3211,3211,직장 내 괴롭힘 대화,"야! 넌 생각을 하고 일 하는 거야?
맨날 말만 미안하다고 그러고 매번 이 꼬라지지.
닥쳐. 죄송하다는 말도 지겹다.
죄송하면 사직을 하던가.
니가 이 회사에 들어온 게 실수야.
아우 이것도 자식이라고 니 엄마는 너 낳고 미역국 먹고 산후조리 했지?"
3212,3212,협박 대화,"죽고싶냐
알필요 없어 
지금 내 기분이 몹시 안좋아서 누구하나 아작 내고 싶어 재수 없게 걸렸다 생각해
말이 되니 입에서 나오지
신고하기 전에 니가 죽을걸
죽을 목숨이 말이 많다"
3213,3213,협박 대화,"니가 소문냈냐?
우리집 풍비박산 났다고
아니 나 너한테밖에 말안했는데 지수가 헤어지자고 하더라?
니가 지수 좋아하고 있었던거 내가 몰랐을거 같냐?
지수가 너라는데? 나 지금 돌아서 눈에 뵈는 게없어 내가 너랑 지수랑 잘되는 꼴볼 거같아? 그냥 나도 죽고 너도 죽는거야 이새끼야
왜 이제와 겁나나 보지?"
3214,3214,직장 내 괴롭힘 대화,"김과장 이리 나와.
회사일이 우습나?
여기가 안이지 그럼 밖인가?
똑바로 안보나 ? 사람이 말을하면 쳐다봐야하는게 상식 아닌가?
어? 어디서 꼬라봐?"
3215,3215,기타 괴롭힘 대화,"와 쟤는 진짜 불행하겠다
 거울만 안 봐도 시력 좋아지겠다
 엥 난 사실만 말한건데?
 아니 그래도 이건 좀 심한 것 같아서 그만해
 웩 후 토나올뻔한 거 참았다"
3216,3216,기타 괴롭힘 대화,"아가씨 되게 예쁘네 시간 많나?
왜이렇게 팅겨 
이 싸가지없는 미친년이 같이 놀자고하면 좀 놀자고
생긴거는 룸쌀에서 몸팔게 생겨놓고는 그냥 외로우니깐 같이 놀자고 좀!!
비싼척하고 자빠졌네 너는 니네 애비가 오라고해도 이렇게하냐 안와?! 좀 와!!"
3217,3217,기타 괴롭힘 대화,"야 핫스팟 좀 켜 봐
지금 그럼 카톡 어떻게 보내고 있는데
지금 게임 해야되는데 데이터 없다고
야 씹냐?
그건 니 사정이고 키라고 좀"
3218,3218,직장 내 괴롭힘 대화,"왜?
부모님이 아프시면 간병인을 쓰면 되지 않나.
안돼. 내가 누누이 경고했지 집안일을 회사로 가져오지 말라고.
일이라도 잘하면 몰라 노사원 봐. 안시켜도 딱딱 자기 할 일 하잖아. 하사원은 매일 빠질 궁리만 하고 있지?
오늘 일은 못들은 걸로 하겠네."
3219,3219,기타 괴롭힘 대화,"이야우리기범이 얼마나 컸는지 한번 볼까?
뭐긴뭐야 그거지 
아니 그냥 한번 보자고 
빨리 손안치우냐?
뒤지고 깔래 그냥 깔래?"
3220,3220,갈취 대화,"저기 인스타 계정 해킹 당하셨죠? 그니까 왜 모르는 링크를 눌러요.
그렇게 눈치가 없으니까 해킹 당하죠. 단도직입적으로 말할게요. 인스타 계정 돌려받고 싶으면 돈 줘요
음 팔로워가 9만명이니. 450만원에 넘길게요. 계정 가지고 싶으면 돈 내셔야지. 내가 원래 안 줘도 되는 계정인데.
이거 그냥 인스타계정 폭파시킬까요? 구만명이면 한달에 450넘게 버시겠구만. 당장의 돈이 아까워서. 포기한다니.
이상한 짓 안 해. 당연하지 450만원만 주면 바로 넘겨줄게 그니까 빨리 구해오는 게 좋을거야."
3221,3221,협박 대화,"여보 자꾸 무섭게 왜그래
알겠어여보그만해 일단 그 칼 내려놔
여보 정말 술만마시면 왜이래
하 내가 미안해 그만하자"
3222,3222,협박 대화,"이게 누구게
봐라봐라 바로 알아보네 맞다 니 동생 이쁘게 생겼더라 ?
 이제 평생 못볼수도 있는데 ?
내가 독에 대해서 잘아는데 말야 냄새만 맡아도 쓰러지는 독도 잇데이
 뭐라카노 사람을 뭘로 보고 어제 니 동생이 내가 뒤에서 발소리만 내도 소스라치게 놀라긴하더라 동생이나 니나 나를 우째보노"
3223,3223,기타 괴롭힘 대화,"으 냄새나
그럼 너지 누구냐
냄새나니까 그러지 좀 저리 떨어져
꺼지라고 냄새나는놈아
코가 썩겠는데 어떻게 그러냐 너 냄새난다고 다 소문내야겠다
사람들 코가 썩을까봐. 아 토나오려한다"
3224,3224,직장 내 괴롭힘 대화,"아오 진짜 김대리 일을 똑바로 안해?
됐어 니가 그러니까 승진을 못하는거야 대가리가 제대로 안 굴러가니까
니가 일 이따위로 해놓은건 안 심하고? 회사가 얼마나 피해를 입었는지 아냐?
생긴 꼬라지부터가 맘에 안들어 일 못하게 맹하게 생겨서는 쯔쯔
다 제잘못입니다 죄송합니다 다시는 안 그러겠습니다."
3225,3225,직장 내 괴롭힘 대화,"김대리 내일까지 보고서 작성해
그래서? 지금 시급한 상황인데 주말?
나도 나와서 일하네
그럼 보고서를 오늘까지 내던지
회사가 먼저니까 무조건해
가봐"
3226,3226,직장 내 괴롭힘 대화,"안대로 또 사고쳤나? 일처리 똑바로 안할거야!
능력이 없으면 일을 하질 말던가
에이 안대리 하는게 하루 이틀인가요? 진정하세요"
3227,3227,협박 대화,"너 뭐하자는 거야?
너네 엄마도 너가 이러고 다니시는 거 아시니?
너 사회에서 다시 얼굴 못들고 다니게 할 수도 있다는거 알고 있지?
다음에 또 그러면 널 진짜 죽일 수도 있어"
3228,3228,갈취 대화,"야 너 이리좀 와봐
그래 거기 너밖에 더있어?
우리가 지금 배가 너무 고픈데 밥사먹을 돈이없어서
있는돈 좀 빌려달라고
확! 맞고줄래 그냥줄래?"
3229,3229,협박 대화,"물건은 어디 있지?
헛소리 하지마 어딜 또 빠져나가려고
준비 못하면 두당 이빨 하나씩 분명히 말했을텐데
이빨이 싫으면 뭐 다른걸로 할까.? 어디보자 이 눈알 한짝으로 할까
시키는대로? 목숨을 내놓을 준비는 되었나"
3230,3230,협박 대화,"유진아 진아 언니야
유진아 옆에서 봐줄때 잘해라 죽도록 맞기 싫으면
학교에 가서 개처럼 맞자 학교생활도 못하게 얼굴을
내가 무슨 잘못을 했는데 폭언을 하세요
다리꼬는거 이래도 니가 잘못이 없어"
3231,3231,협박 대화,"조용히 해.
내가 한거 다 봤냐?
나는 너의 얼굴을 안다. 발설하면 끝이다.
한번 믿어보지.
마지막으로 명심해 니 목숨은 나에게 달렸다.
빨리 꺼져"
3232,3232,직장 내 괴롭힘 대화,"야 넌 이런것도 하나 제대로 못하냐?
역시 이래서 지잡것들은 들이면 안돼
에휴 할 줄 아는게 뭐냐
머리가 나쁘면 공부라도 해라
걍 구석에 있어"
3233,3233,기타 괴롭힘 대화,"너 일로 따라와봐.
그냥 닥치고 따라오라면 따라와 진짜
너 잘보니까 국어쌤이랑 닮았다? 너?
나 아까 국어쌤한테 불려가서 혼난거 알아 몰라. 화풀이상대가 여깄구만!
뭐? 하지말라고? 벙어리가 말도 하네?
뭐? 할 수 있음 해보시던가 그냥 짜지고 살라고 학교에서"
3234,3234,기타 괴롭힘 대화,"옷에 실밥이있어요
옷을 이따구로 팔아요?
환불이고나발이고 기분이 거지같다니까?
고객 대하는 태도부터가 잘못됐네
아 정말 책임자 없어요?"
3235,3235,기타 괴롭힘 대화,"번호 주세요.
왜요? 애인 있어요.
잠깐 즐기는 것도 가능하잖아요.
아니 너무 단호하네.
어? 왜 과민반응?"
3236,3236,직장 내 괴롭힘 대화,"김간호사 원장실로 잠깐 오세요.
김간호사 업무 시간에 뭘 그렇게 다른 일 하느라 바쁜가?
내가 그 동안 말안하고 지나가면 안그러나 해서 참은 건데 맨날 로 개인 업무 보지 않나?
단 한번도 개인업무를 보지 않았다는 건가? 우리 로비에 있는 거 모르고 있었나?
그건 당연한거고 내가 직원들 급여줘가면서 고용했는데 내가 고용한 시간에 다른 짓을 하면서 시간 떼우는 것까지 봐줘야하나?
이런 식으로 하면 앞으로 더 주의 깊게 주시할 수밖에없네."
3237,3237,협박 대화,"너 왜 요즘 상당히 거슬려 적당히 까불어라
여자라고 봐주는것도 한계가 있어
너같은 년은 맞아봐야 정신차리지
해봐 입도 뻥끗 못하게 입을 찢어줄게
협박같아? 난 한다면해"
3238,3238,협박 대화,"빌려간돈 500만원 갚겠다고한지가 벌써 2주가 지났는데 언제 갚을거요?
 그렇게 미룬지가 벌써 3번째인데 왜자꾸 미룹니까?
 자꾸 이런식으로 나오면 당신 회사로 쳐들어갈거요 험한꼴 안당할려면 당장 오늘까지 500 입금하세요
 이거 안되겠네 너 집에 처자식 앞에서 맞아볼래? 내가 좋은 말로 하니까 우습지?
이 새끼가 너 밤길 조심해라 대가리 깨지는 수가있다 잔말 말고 당장 돈 갖고 와"
3239,3239,협박 대화,"니가 헛소문 냈지?
너때문에 잘되가는 여자랑 헤어졌어
너의 그새치혀때문에
휴 너때문에 되는 일이 없는데 어떡하지? 기분이 너무 안좋은데
니새끼 새치혀를 뽑아버리면 내 속이 시원할거 같은데
이미 너라고 말해준 사람이 있는데 무슨 소리야 이 새치혀야 진짜 뽑히기전에 입다물어"
3240,3240,직장 내 괴롭힘 대화,"점심시간까지 이거 다해놔
응
못한다는거야?
안돼
그건 박대리 능력부족이지 그럴시간에하겠다"
3241,3241,협박 대화,"혜정아 지금 빨리 인스타에 우리 같이 찍은 사진 올려.
좋은 말로할 때 빨리 올려.
너 안올리면 너랑 찍은 영상 유포해버린다?
왜 우리 좋을 때 같이 찍었잖아
일단 빨리 좋은 말로 할 때 올려."
3242,3242,협박 대화,"지금 당장 나와 죽기 싫으면
 이미 너내 아들 내가 잡고 있어 
 궁금하다면 너네 집으로 와 
 아주 잘 살거 같구나"
3243,3243,갈취 대화,"네? 무슨일이세요?
저 돈이 없는데요
당신들 뭐야 깡패야?
요즘 뉴스안보나? 사소한 일에 목숨걸지마라
에이그 그지새끼 알았어 주고 가라"
3244,3244,직장 내 괴롭힘 대화,"죄송해요
죄송합니다
앞으로 진짜 조심할께요
죄송합니다 같은 실수 안하겠습니다
네 알겠습니다"
3245,3245,기타 괴롭힘 대화,"야야 니네 오빠는 진짜 잘생겼던데
아니 그래서 진짜 신기하더라 너는 왜그래?
너는 오빠랑닮은 구석이 하나도 없는데? 눈도 코도?
나는 순수하게 궁금한건데 기분이 나쁘니?
아 알겠다 니가 못생겨서 성격까지 꼬였나봐 너는 못생기고 오빠는 이뻐서 집에서 차별좀 받았어?"
